"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"3389",0.056,0,0,0,0.944
"3390",0.254,0,0,0.746,0
"3391",0,0,0,0,1
"3392",0.006,0,0.312,0.004,0.678
"3393",0.76,0,0,0,0.24
"3394",0.058,0,0,0.568,0.374
"3395",1,0,0,0,0
"3396",0.202,0,0,0,0.798
"3397",1,0,0,0,0
"3398",0.996,0,0,0,0.004
"3399",0.15,0.006,0.216,0.064,0.564
"3400",0.216,0,0,0.784,0
"3401",0.936,0,0,0,0.064
"3402",0.948,0,0,0,0.052
"3403",0.152,0,0,0.846,0.002
"3404",0.062,0,0.004,0,0.934
"3405",0.842,0,0,0,0.158
"3406",0.02,0,0.004,0.942,0.034
"3407",0,0,0,0,1
"3408",0.216,0,0,0.784,0
"3409",0.892,0,0,0,0.108
"3410",0.042,0,0,0,0.958
"3411",0,0,0.138,0.002,0.86
"3412",0.16,0,0,0.836,0.004
"3413",0.97,0,0,0.03,0
"3414",1,0,0,0,0
"3415",0.354,0,0,0.646,0
"3416",0.996,0,0,0,0.004
"3417",0.066,0,0.004,0.084,0.846
"3418",0.082,0,0,0,0.918
"3419",0,0,0,0,1
"3420",0.02,0,0.002,0.588,0.39
"3421",0.97,0,0,0.03,0
"3422",0.052,0,0,0,0.948
"3423",0.892,0,0,0.108,0
"3424",0.036,0,0,0,0.964
"3425",0.062,0,0,0.792,0.146
"3426",0.058,0,0,0,0.942
"3427",0.898,0,0,0.102,0
"3428",0.996,0,0,0,0.004
"3429",0,0,0,0,1
"3430",0.972,0,0,0.028,0
"3431",0.888,0,0,0,0.112
"3432",0.99,0,0,0.002,0.008
"3433",0.212,0,0,0.788,0
"3434",1,0,0,0,0
"3435",0,0,0,0,1
"3436",1,0,0,0,0
"3437",0.19,0.004,0,0.768,0.038
"3438",0.178,0,0,0.822,0
"3439",0.978,0,0,0.022,0
"3440",0.924,0,0,0.024,0.052
"3441",0.018,0,0.03,0.858,0.094
"3442",0.026,0,0.454,0.046,0.474
"3443",0.196,0,0,0.776,0.028
"3444",0.122,0,0.022,0.09,0.766
"3445",0.184,0,0,0.816,0
"3446",0.214,0,0.008,0.768,0.01
"3447",0.018,0,0,0.652,0.33
"3448",0.842,0,0,0,0.158
"3449",0.024,0,0.012,0.008,0.956
"3450",0.966,0,0,0,0.034
"3451",0.856,0,0,0.02,0.124
"3452",0.766,0,0,0.01,0.224
"3453",1,0,0,0,0
"3454",0.032,0,0,0,0.968
"3455",0.464,0,0,0.536,0
"3456",0.996,0,0,0,0.004
"3457",0.996,0,0,0,0.004
"3458",0.306,0,0,0.694,0
"3459",0.894,0,0,0.106,0
"3460",0.17,0,0,0.824,0.006
"3461",0.876,0,0,0.124,0
"3462",0.996,0,0,0,0.004
"3463",0.962,0,0,0.036,0.002
"3464",0.034,0.01,0.172,0,0.784
"3465",0.892,0,0,0.108,0
"3466",0.214,0,0,0.786,0
"3467",0.274,0,0.02,0.688,0.018
"3468",0.254,0,0,0.746,0
"3469",0.24,0,0,0.76,0
"3470",0.356,0,0.002,0.636,0.006
"3471",0.788,0,0,0.056,0.156
"3472",0.966,0,0,0.034,0
"3473",0,0,0,0,1
"3474",0.912,0,0,0.088,0
"3475",0.174,0,0,0.826,0
"3476",0.732,0,0,0,0.268
"3477",0.024,0.002,0.014,0,0.96
"3478",0.018,0,0.024,0.642,0.316
"3479",0.996,0,0,0,0.004
"3480",1,0,0,0,0
"3481",0.258,0,0,0.742,0
"3482",0.996,0,0,0,0.004
"3483",0.698,0,0,0.058,0.244
"3484",0.25,0,0,0.75,0
"3485",0.978,0,0,0.022,0
"3486",0.898,0,0,0.102,0
"3487",0.928,0,0,0.058,0.014
"3488",0.976,0,0,0.024,0
"3489",0.142,0,0,0.856,0.002
"3490",0.876,0,0,0.124,0
"3491",0.932,0,0,0,0.068
"3492",0.914,0,0,0.076,0.01
"3493",0.812,0,0,0.058,0.13
"3494",0.924,0,0,0.068,0.008
"3495",0.996,0,0,0,0.004
"3496",0.97,0,0,0.03,0
"3497",0.492,0,0,0.508,0
"3498",0.03,0.002,0.052,0,0.916
"3499",0.908,0,0,0.092,0
"3500",0.022,0,0.058,0.752,0.168
"3501",0.072,0,0,0.004,0.924
"3502",0,0.002,0,0,0.998
"3503",0.84,0,0,0.16,0
"3504",0.996,0,0,0,0.004
"3505",0.062,0,0,0.792,0.146
"3506",0.034,0,0.014,0.866,0.086
"3507",0.942,0,0,0,0.058
"3508",0.004,0,0,0,0.996
"3509",0.958,0,0,0.042,0
"3510",0.006,0,0.69,0.062,0.242
"3511",0,0,0.002,0,0.998
"3512",0.922,0,0.01,0.004,0.064
"3513",0.996,0,0,0,0.004
"3514",0.994,0,0,0,0.006
"3515",0.914,0,0,0,0.086
"3516",0.978,0,0,0.022,0
"3517",0.972,0,0,0,0.028
"3518",0.994,0,0,0,0.006
"3519",0.016,0.008,0.058,0,0.918
"3520",0.848,0,0,0.02,0.132
"3521",0.628,0,0.124,0.214,0.034
"3522",0,0,0,0,1
"3523",0.976,0,0,0.024,0
"3524",0.766,0,0,0.07,0.164
"3525",0.004,0,0.002,0,0.994
"3526",0.768,0,0,0.006,0.226
"3527",0.996,0,0,0,0.004
"3528",0.324,0,0.02,0.654,0.002
"3529",0.064,0,0,0.626,0.31
"3530",0.112,0,0.124,0.002,0.762
"3531",0.052,0,0,0.376,0.572
"3532",0.932,0,0,0.002,0.066
"3533",0.996,0,0,0,0.004
"3534",0.972,0,0,0.028,0
"3535",0.994,0,0,0.002,0.004
"3536",0,0,0,0,1
"3537",0.948,0,0,0,0.052
"3538",0,0,0,0,1
"3539",0.008,0,0,0,0.992
"3540",0,0,0.002,0,0.998
"3541",0,0,0,0,1
"3542",0.938,0,0,0.008,0.054
"3543",0.232,0,0.002,0.018,0.748
"3544",0.058,0,0,0,0.942
"3545",0.966,0,0,0.034,0
"3546",0.06,0,0.082,0.504,0.354
"3547",0.996,0,0,0,0.004
"3548",0.956,0,0,0.044,0
"3549",0.002,0,0,0,0.998
"3550",0.282,0,0,0.718,0
"3551",0.958,0,0,0.042,0
"3552",0,0,0,0,1
"3553",0.996,0,0,0,0.004
"3554",0.864,0,0,0,0.136
"3555",0.004,0,0.002,0.002,0.992
"3556",0.86,0,0,0,0.14
"3557",0,0,0,0,1
"3558",0.162,0,0,0.838,0
"3559",0.996,0,0,0,0.004
"3560",0.208,0,0,0.792,0
"3561",1,0,0,0,0
"3562",0.052,0,0,0,0.948
"3563",0.958,0,0,0.042,0
"3564",0.976,0,0,0.024,0
"3565",0.254,0,0,0.746,0
"3566",0.964,0,0,0.036,0
"3567",0.444,0,0,0.556,0
"3568",0.996,0,0,0,0.004
"3569",0,0,0,0,1
"3570",0.016,0,0,0,0.984
"3571",0.998,0,0,0.002,0
"3572",0.976,0,0,0.024,0
"3573",0,0,0,0,1
"3574",0.94,0,0,0.06,0
"3575",0.924,0,0,0,0.076
"3576",0.996,0,0,0.002,0.002
"3577",0.052,0,0,0.616,0.332
"3578",0.89,0,0,0.098,0.012
"3579",1,0,0,0,0
"3580",0.022,0,0.018,0.438,0.522
"3581",1,0,0,0,0
"3582",0,0,0,0,1
"3583",0.062,0,0,0.248,0.69
"3584",0.15,0,0,0.85,0
"3585",0.97,0,0,0.03,0
"3586",0.966,0,0,0.034,0
"3587",0.956,0,0,0.04,0.004
"3588",0.84,0,0,0.16,0
"3589",0.872,0,0,0,0.128
"3590",0.996,0,0,0,0.004
"3591",0.308,0,0,0.692,0
"3592",0.996,0,0,0,0.004
"3593",0.996,0,0,0,0.004
"3594",0.996,0,0,0,0.004
"3595",0.776,0,0.002,0.032,0.19
"3596",0,0.002,0.014,0,0.984
"3597",0.816,0,0,0.052,0.132
"3598",0.892,0,0,0.108,0
"3599",0.996,0,0,0,0.004
"3600",0.056,0,0,0,0.944
"3601",0.216,0,0,0.784,0
"3602",0.956,0,0,0.044,0
"3603",0.256,0,0,0.742,0.002
"3604",0.996,0,0,0,0.004
"3605",0.302,0,0,0.698,0
"3606",0.056,0,0,0,0.944
"3607",0.98,0,0,0.02,0
"3608",0.164,0,0.004,0.826,0.006
"3609",0.02,0,0.006,0.9,0.074
"3610",0.648,0,0,0,0.352
"3611",0.242,0,0,0.758,0
"3612",0.006,0,0.238,0.01,0.746
"3613",0.908,0,0,0.092,0
"3614",0.306,0,0,0.694,0
"3615",0.064,0,0,0.104,0.832
"3616",0.212,0,0,0.788,0
"3617",0.892,0,0,0,0.108
"3618",0.02,0,0,0,0.98
"3619",0.922,0,0,0.062,0.016
"3620",0.984,0,0,0.016,0
"3621",0.94,0,0.002,0.004,0.054
"3622",0.142,0,0,0.852,0.006
"3623",0.958,0,0,0.042,0
"3624",0.02,0,0.026,0.802,0.152
"3625",0.996,0,0,0,0.004
"3626",0,0.002,0,0,0.998
"3627",0.538,0,0,0.004,0.458
"3628",0.046,0,0.004,0.03,0.92
"3629",0.062,0,0,0.006,0.932
"3630",0.9,0,0,0,0.1
"3631",0.402,0,0,0.582,0.016
"3632",0,0,0,0,1
"3633",0.958,0,0,0.042,0
"3634",0.928,0,0,0,0.072
"3635",0.042,0,0,0,0.958
"3636",0.908,0,0,0,0.092
"3637",0.892,0,0,0,0.108
"3638",0.024,0,0.534,0.026,0.416
"3639",0.962,0,0,0.036,0.002
"3640",0.062,0,0,0.792,0.146
"3641",0.052,0,0,0.124,0.824
"3642",0.072,0,0.3,0.144,0.484
"3643",0.05,0,0,0,0.95
"3644",0.976,0,0,0.024,0
"3645",0.966,0,0,0,0.034
"3646",0.556,0,0.018,0.04,0.386
"3647",0.056,0,0,0.594,0.35
"3648",0.736,0,0,0.16,0.104
"3649",0.996,0,0,0,0.004
"3650",0.856,0,0,0.104,0.04
"3651",0.98,0,0,0,0.02
"3652",0.174,0,0,0.826,0
"3653",0.03,0,0.018,0,0.952
"3654",0.044,0,0,0.006,0.95
"3655",0,0,0,0,1
"3656",0.962,0,0,0,0.038
"3657",0.016,0,0.442,0.052,0.49
"3658",0,0.002,0,0,0.998
"3659",0,0,0.026,0,0.974
"3660",1,0,0,0,0
"3661",0.838,0,0,0.004,0.158
"3662",0.162,0,0.002,0.828,0.008
"3663",0.996,0,0,0,0.004
"3664",0.996,0,0,0,0.004
"3665",0.228,0,0,0.772,0
"3666",1,0,0,0,0
"3667",0.04,0,0,0,0.96
"3668",1,0,0,0,0
"3669",0.02,0,0.016,0.884,0.08
"3670",0.586,0,0,0.038,0.376
"3671",0.222,0,0,0.778,0
"3672",0.04,0,0.004,0,0.956
"3673",0.306,0,0,0.694,0
"3674",0.066,0,0.002,0.592,0.34
"3675",0.492,0,0,0.508,0
"3676",0,0,0,0,1
"3677",0.058,0,0,0,0.942
"3678",0.08,0,0,0.058,0.862
"3679",0,0,0,0,1
"3680",0.99,0,0,0,0.01
"3681",0.884,0,0,0.012,0.104
"3682",0.79,0,0,0.012,0.198
"3683",0.978,0,0,0.022,0
"3684",0.998,0,0,0.002,0
"3685",0.118,0.004,0.03,0,0.848
"3686",0.252,0,0,0.748,0
"3687",0.022,0,0,0,0.978
"3688",0.93,0,0,0.05,0.02
"3689",0.064,0,0.476,0.004,0.456
"3690",0,0,0,0,1
"3691",0.184,0,0,0.816,0
"3692",0.096,0,0.004,0,0.9
"3693",0.942,0,0,0,0.058
"3694",0.504,0,0,0.072,0.424
"3695",0.184,0,0,0.816,0
"3696",0,0,0,0,1
"3697",0.978,0,0,0.022,0
"3698",0.886,0,0,0.024,0.09
"3699",0.308,0,0,0.692,0
"3700",0.036,0,0.546,0.04,0.378
"3701",0.002,0,0.342,0.004,0.652
"3702",0.88,0,0,0.12,0
"3703",0,0,0.006,0,0.994
"3704",0.996,0,0,0,0.004
"3705",0.056,0,0,0,0.944
"3706",0.996,0,0,0,0.004
"3707",0,0.004,0.122,0,0.874
"3708",0.936,0,0,0,0.064
"3709",0.94,0,0,0,0.06
"3710",0.98,0,0,0.02,0
"3711",0.976,0,0,0.024,0
"3712",0,0,0.002,0,0.998
"3713",0.94,0,0,0,0.06
"3714",0.002,0,0.18,0.002,0.816
"3715",0.902,0,0,0,0.098
"3716",0.06,0,0.138,0.002,0.8
"3717",0.184,0,0,0.814,0.002
"3718",0.912,0,0,0.088,0
"3719",0.996,0,0,0,0.004
"3720",0.958,0,0,0.002,0.04
"3721",0,0,0,0,1
"3722",0.876,0,0,0.124,0
"3723",0.216,0,0,0.784,0
"3724",0.788,0,0,0.002,0.21
"3725",0.244,0,0.186,0.072,0.498
"3726",0.064,0,0.21,0.064,0.662
"3727",1,0,0,0,0
"3728",0.892,0,0,0.108,0
"3729",0.682,0,0.122,0.164,0.032
"3730",0,0,0,0,1
"3731",0.174,0,0,0.826,0
"3732",0.444,0,0,0.556,0
"3733",0,0,0,0,1
"3734",0.184,0,0,0.814,0.002
"3735",0.306,0,0,0.694,0
"3736",0.306,0,0,0.694,0
"3737",0.128,0,0,0,0.872
"3738",1,0,0,0,0
"3739",0.966,0,0,0.034,0
"3740",0.912,0,0,0.088,0
"3741",0,0,0,0,1
"3742",0.966,0,0,0.034,0
"3743",0,0,0,0,1
"3744",0.184,0,0,0.816,0
"3745",0.938,0,0,0,0.062
"3746",0.876,0,0,0.124,0
"3747",0.052,0.03,0.098,0.004,0.816
"3748",0.996,0,0,0,0.004
"3749",0.936,0,0,0,0.064
"3750",0.894,0,0,0.106,0
"3751",0.814,0,0,0.048,0.138
"3752",0.21,0,0,0.79,0
"3753",0,0,0,0,1
"3754",0.894,0,0.002,0.074,0.03
"3755",0.162,0,0,0.838,0
"3756",0.854,0,0.002,0.04,0.104
"3757",0.004,0,0,0,0.996
"3758",0.822,0,0,0.046,0.132
"3759",0.942,0,0,0,0.058
"3760",0.4,0.018,0.002,0,0.58
"3761",0.996,0,0,0,0.004
"3762",0.444,0,0,0.556,0
"3763",0.056,0,0,0,0.944
"3764",0.996,0,0,0,0.004
"3765",0.538,0,0,0.004,0.458
"3766",0.984,0,0,0.002,0.014
"3767",0.472,0.002,0.006,0.002,0.518
"3768",0.82,0,0,0,0.18
"3769",0,0,0,0,1
"3770",0.954,0,0,0.046,0
"3771",0.876,0,0,0.124,0
"3772",1,0,0,0,0
"3773",0.876,0,0,0.124,0
"3774",0.18,0,0,0.82,0
"3775",0.962,0,0,0.036,0.002
"3776",1,0,0,0,0
"3777",0,0,0,0,1
"3778",0.028,0,0.012,0,0.96
"3779",0.924,0,0.018,0.026,0.032
"3780",0.938,0,0,0,0.062
"3781",0.064,0,0,0.104,0.832
"3782",0,0,0,0,1
"3783",0.128,0,0,0,0.872
"3784",0.464,0,0,0.536,0
"3785",0.032,0,0.004,0.858,0.106
"3786",0.354,0,0,0.646,0
"3787",1,0,0,0,0
"3788",1,0,0,0,0
"3789",0.996,0,0,0,0.004
"3790",0.008,0,0,0,0.992
"3791",0.956,0,0,0.044,0
"3792",0.908,0,0,0.092,0
"3793",0.004,0,0.054,0,0.942
"3794",0.97,0,0,0.03,0
"3795",0,0,0,0,1
"3796",0.912,0,0,0.088,0
"3797",0.996,0,0,0,0.004
"3798",0.996,0,0,0,0.004
"3799",0,0,0,0.002,0.998
"3800",0.016,0,0.036,0.662,0.286
"3801",0.84,0,0.018,0.12,0.022
"3802",0.066,0,0,0.59,0.344
"3803",0.03,0,0,0,0.97
"3804",0,0,0,0,1
"3805",0.9,0,0,0.07,0.03
"3806",0.216,0,0,0.784,0
"3807",0.876,0,0,0.124,0
"3808",0,0,0,0,1
"3809",0.212,0,0,0.788,0
"3810",0.032,0.002,0.132,0,0.834
"3811",0.054,0,0,0.78,0.166
"3812",0.178,0,0.002,0.818,0.002
"3813",0.906,0,0,0,0.094
"3814",0.02,0,0,0,0.98
"3815",0.03,0.002,0.196,0.006,0.766
"3816",0.996,0,0,0,0.004
"3817",0.916,0,0,0,0.084
"3818",0.892,0,0,0.108,0
"3819",0.058,0,0,0,0.942
"3820",0.066,0,0,0.12,0.814
"3821",0.996,0,0,0,0.004
"3822",0.892,0,0,0.108,0
"3823",0.194,0,0,0.756,0.05
"3824",0.956,0,0,0.04,0.004
"3825",0.966,0,0,0.034,0
"3826",0.994,0,0,0,0.006
"3827",0,0,0.066,0,0.934
"3828",0.996,0,0,0,0.004
"3829",0.892,0,0,0.108,0
"3830",0.856,0,0,0.104,0.04
"3831",0.094,0,0.004,0,0.902
"3832",0.848,0,0.002,0.028,0.122
"3833",0.024,0,0.008,0.672,0.296
"3834",0.79,0,0,0.048,0.162
"3835",0,0.01,0,0.004,0.986
"3836",0.078,0,0.16,0.008,0.754
"3837",0.978,0,0,0.022,0
"3838",0.89,0,0,0.06,0.05
"3839",0.932,0,0,0,0.068
"3840",0.044,0,0,0.006,0.95
"3841",0,0,0,0,1
"3842",0,0,0,0,1
"3843",0.24,0,0,0.76,0
"3844",0.986,0,0,0.006,0.008
"3845",0.772,0,0,0.198,0.03
"3846",0.074,0,0,0.04,0.886
"3847",0.052,0,0,0,0.948
"3848",0.996,0,0,0,0.004
"3849",0.994,0,0,0,0.006
"3850",0.932,0,0,0,0.068
"3851",0.252,0,0,0.748,0
"3852",0.938,0,0,0,0.062
"3853",0.812,0,0,0.058,0.13
"3854",0.996,0,0,0,0.004
"3855",0.964,0,0,0,0.036
"3856",0.246,0,0,0,0.754
"3857",0.966,0,0,0.034,0
"3858",0.97,0,0,0.03,0
"3859",0.936,0,0,0,0.064
"3860",0.084,0,0,0.01,0.906
"3861",0,0,0.04,0,0.96
"3862",0.67,0,0.026,0.234,0.07
"3863",0.958,0,0,0.042,0
"3864",0,0,0,0,1
"3865",0,0,0.014,0,0.986
"3866",0.252,0,0,0.746,0.002
"3867",0.97,0,0,0.03,0
"3868",0.126,0,0,0.024,0.85
"3869",0,0.002,0,0,0.998
"3870",0.444,0,0,0.556,0
"3871",0.82,0,0,0,0.18
"3872",0,0,0,0,1
"3873",0.788,0,0,0.002,0.21
"3874",0.386,0,0.002,0.078,0.534
"3875",0.476,0,0,0.016,0.508
"3876",0,0,0,0,1
"3877",0.024,0,0.004,0.876,0.096
"3878",0.254,0,0,0.746,0
"3879",0.066,0,0.002,0.592,0.34
"3880",0.996,0,0,0,0.004
"3881",0,0,0,0,1
"3882",0.908,0,0,0.092,0
"3883",0,0,0,0,1
"3884",0.686,0,0,0.036,0.278
"3885",0.058,0,0.004,0.312,0.626
"3886",0.16,0,0,0.84,0
"3887",0.966,0,0,0.034,0
"3888",0.968,0,0,0.012,0.02
"3889",0.996,0,0,0,0.004
"3890",0.892,0,0,0,0.108
"3891",0.938,0,0,0,0.062
"3892",0.04,0,0,0,0.96
"3893",0,0,0,0,1
"3894",0.214,0,0,0.778,0.008
"3895",0.876,0,0,0.124,0
"3896",0.634,0,0,0.08,0.286
"3897",0.91,0,0,0,0.09
"3898",0.444,0,0,0.556,0
"3899",0.306,0,0,0.694,0
"3900",1,0,0,0,0
"3901",0.996,0,0,0,0.004
"3902",0,0,0.044,0,0.956
"3903",0.022,0,0.026,0.492,0.46
"3904",0.068,0,0.002,0.104,0.826
"3905",0.018,0,0,0.652,0.33
"3906",0.256,0,0,0.744,0
"3907",0.958,0,0,0.042,0
"3908",0.978,0,0,0.004,0.018
"3909",0.97,0,0,0.03,0
"3910",0.77,0,0.002,0.064,0.164
"3911",0.03,0.002,0.572,0.022,0.374
"3912",0.976,0,0,0.024,0
"3913",0.332,0,0.126,0.14,0.402
"3914",1,0,0,0,0
"3915",1,0,0,0,0
"3916",0.876,0,0,0.124,0
"3917",0.996,0,0,0,0.004
"3918",0.856,0,0,0.104,0.04
"3919",0.658,0,0.1,0.216,0.026
"3920",0.202,0,0,0.798,0
"3921",0,0,0,0,1
"3922",0.16,0,0.002,0.83,0.008
"3923",0.254,0,0,0.746,0
"3924",0,0,0,0,1
"3925",0.996,0,0,0,0.004
"3926",0.002,0,0,0.068,0.93
"3927",0.024,0,0,0.226,0.75
"3928",0.31,0.006,0,0,0.684
"3929",0.822,0,0,0.046,0.132
"3930",0.02,0,0.02,0.626,0.334
"3931",0.738,0,0,0.054,0.208
"3932",0.968,0,0,0.032,0
"3933",0.216,0,0,0.784,0
"3934",0.996,0,0,0,0.004
"3935",0.056,0,0,0.594,0.35
"3936",0.826,0,0,0.154,0.02
"3937",0.99,0,0,0.006,0.004
"3938",0,0,0,0,1
"3939",0.244,0,0,0.756,0
"3940",0.054,0,0,0.336,0.61
"3941",0.94,0,0.002,0.004,0.054
"3942",0.996,0,0,0,0.004
"3943",0.056,0,0,0,0.944
"3944",0.144,0,0,0.85,0.006
"3945",0.788,0,0,0,0.212
"3946",0.014,0,0,0,0.986
"3947",0.952,0,0,0,0.048
"3948",0.464,0,0,0.536,0
"3949",0.184,0,0,0.816,0
"3950",0.15,0,0,0.85,0
"3951",0.02,0,0.008,0.886,0.086
"3952",0.952,0,0,0,0.048
"3953",0.018,0,0.042,0.45,0.49
"3954",0.128,0,0,0,0.872
"3955",0.99,0,0,0,0.01
"3956",0.932,0,0,0.036,0.032
"3957",0.254,0,0,0.746,0
"3958",0.092,0,0,0.01,0.898
"3959",0.996,0,0,0,0.004
"3960",0.148,0,0.002,0.848,0.002
"3961",0.96,0,0,0,0.04
"3962",0.932,0,0,0,0.068
"3963",0.93,0,0,0.004,0.066
"3964",0,0,0,0,1
"3965",0.996,0,0,0,0.004
"3966",0,0,0.002,0,0.998
"3967",0,0,0,0,1
"3968",0.996,0,0,0,0.004
"3969",0.946,0,0,0,0.054
"3970",0.972,0,0,0.008,0.02
"3971",0.658,0,0,0.006,0.336
"3972",0.086,0,0.002,0.096,0.816
"3973",0.998,0,0,0.002,0
"3974",0.894,0,0,0.106,0
"3975",0.976,0,0,0.024,0
"3976",0.694,0,0,0.026,0.28
"3977",1,0,0,0,0
"3978",0.97,0,0,0.03,0
"3979",0.51,0.008,0,0,0.482
"3980",0.996,0,0,0,0.004
"3981",0.108,0,0,0.004,0.888
"3982",0.022,0,0.662,0.032,0.284
"3983",0.962,0,0,0.038,0
"3984",0.19,0,0,0.766,0.044
"3985",0.994,0,0,0,0.006
"3986",0.394,0,0,0.606,0
"3987",0.962,0,0,0.038,0
"3988",0.056,0,0,0,0.944
"3989",0.028,0,0.506,0.036,0.43
"3990",0.016,0,0,0,0.984
"3991",0.514,0,0,0.486,0
"3992",0.996,0,0,0,0.004
"3993",0.996,0,0,0,0.004
"3994",0.684,0,0,0,0.316
"3995",0.906,0,0,0,0.094
"3996",0.716,0,0,0.04,0.244
"3997",0.02,0,0,0.328,0.652
"3998",0.052,0,0,0.482,0.466
"3999",0.972,0,0,0,0.028
"4000",0.996,0,0,0,0.004
"4001",1,0,0,0,0
"4002",0.15,0,0,0.85,0
"4003",0.02,0,0,0.328,0.652
"4004",0.956,0,0,0.044,0
"4005",0,0,0,0,1
"4006",0.964,0,0,0.036,0
"4007",0.978,0,0,0.022,0
"4008",0.668,0,0,0,0.332
"4009",1,0,0,0,0
"4010",0.978,0,0,0.022,0
"4011",0.996,0,0,0,0.004
"4012",0.052,0,0,0,0.948
"4013",0.896,0,0,0.002,0.102
"4014",0.894,0,0,0,0.106
"4015",0,0,0,0,1
"4016",0.996,0,0,0,0.004
"4017",0.996,0,0,0,0.004
"4018",0.054,0,0.004,0,0.942
"4019",0.996,0,0,0,0.004
"4020",0.938,0,0,0,0.062
"4021",0.89,0,0,0.098,0.012
"4022",0.876,0,0,0.124,0
"4023",0,0,0,0,1
"4024",0.188,0,0,0,0.812
"4025",0,0,0,0,1
"4026",0.826,0,0,0.172,0.002
"4027",0.902,0,0,0.092,0.006
"4028",0.78,0,0,0,0.22
"4029",0,0,0,0,1
"4030",0.892,0,0,0.108,0
"4031",0.004,0,0.066,0,0.93
"4032",0.908,0,0,0.092,0
"4033",0.878,0,0,0.11,0.012
"4034",0.892,0,0,0.108,0
"4035",0.866,0,0,0,0.134
"4036",0,0,0,0,1
"4037",0.444,0,0,0.556,0
"4038",0.996,0,0,0,0.004
"4039",0.958,0,0,0.016,0.026
"4040",0.24,0,0,0.76,0
"4041",0.932,0,0,0.068,0
"4042",0.968,0,0,0.004,0.028
"4043",0.766,0,0,0.01,0.224
"4044",0.876,0,0,0.124,0
"4045",0.934,0,0,0,0.066
"4046",0.056,0,0,0,0.944
"4047",0.018,0.022,0.004,0.648,0.308
"4048",0.854,0,0,0,0.146
"4049",0,0,0,0,1
"4050",0.98,0,0,0,0.02
"4051",0.658,0,0.198,0.082,0.062
"4052",0.216,0,0,0.784,0
"4053",0.958,0,0,0.042,0
"4054",0.074,0,0,0.006,0.92
"4055",0,0,0,0,1
"4056",0.968,0,0,0.032,0
"4057",0.996,0,0,0,0.004
"4058",0.996,0,0,0,0.004
"4059",0.976,0,0,0.024,0
"4060",0.976,0,0,0.024,0
"4061",0.966,0,0,0.034,0
"4062",0.042,0.002,0.076,0.154,0.726
"4063",0.974,0,0,0.026,0
"4064",0.974,0,0,0.026,0
"4065",0.912,0,0,0.088,0
"4066",0.822,0,0,0.046,0.132
"4067",0.254,0,0,0.746,0
"4068",0.876,0,0,0.124,0
"4069",0,0,0,0,1
"4070",0.996,0,0,0,0.004
"4071",0.978,0,0,0.022,0
"4072",0.802,0,0,0.052,0.146
"4073",0.234,0,0.09,0.07,0.606
"4074",0,0,0.01,0,0.99
"4075",0,0,0,0,1
"4076",0.698,0,0,0.058,0.244
"4077",0,0,0,0,1
"4078",0.964,0,0,0.036,0
"4079",0.596,0.002,0,0,0.402
"4080",0.86,0,0,0.136,0.004
"4081",0.938,0,0,0,0.062
"4082",0.012,0,0.038,0,0.95
"4083",0.156,0,0,0.844,0
"4084",0.72,0,0,0.092,0.188
"4085",0.768,0,0,0.066,0.166
"4086",0.164,0,0,0.836,0
"4087",0.148,0,0,0.85,0.002
"4088",0.986,0,0,0.006,0.008
"4089",0.164,0,0,0.828,0.008
"4090",0.24,0,0,0.76,0
"4091",1,0,0,0,0
"4092",0.016,0,0.002,0,0.982
"4093",1,0,0,0,0
"4094",0.97,0,0,0.03,0
"4095",0.948,0,0,0.05,0.002
"4096",0.97,0,0,0.03,0
"4097",0.02,0,0,0.328,0.652
"4098",0,0,0,0,1
"4099",0.216,0,0,0.784,0
"4100",0.004,0,0,0,0.996
"4101",0.946,0,0,0,0.054
"4102",0.422,0,0,0.02,0.558
"4103",0.426,0,0,0.574,0
"4104",0.062,0,0,0.248,0.69
"4105",0.056,0,0,0,0.944
"4106",0.97,0,0,0.03,0
"4107",0.996,0,0,0,0.004
"4108",0.974,0,0,0.026,0
"4109",0.648,0,0,0,0.352
"4110",0.426,0,0,0.574,0
"4111",0.144,0,0.006,0.85,0
"4112",0.308,0,0,0.692,0
"4113",0.976,0,0,0.024,0
"4114",0.002,0,0,0,0.998
"4115",0.978,0,0,0.022,0
"4116",0.996,0,0,0,0.004
"4117",0.078,0,0,0.002,0.92
"4118",0.052,0,0,0.124,0.824
"4119",0,0,0,0,1
"4120",0.16,0,0,0.84,0
"4121",0.894,0,0.002,0.076,0.028
"4122",0,0,0,0,1
"4123",0.946,0,0,0,0.054
"4124",0,0.002,0,0.006,0.992
"4125",0.384,0,0.002,0.074,0.54
"4126",0.05,0,0,0,0.95
"4127",0.76,0,0,0,0.24
"4128",0.788,0,0,0,0.212
"4129",0.892,0,0,0.108,0
"4130",0.956,0,0,0.044,0
"4131",0.996,0,0,0,0.004
"4132",0.972,0,0,0.028,0
"4133",0.936,0,0,0.062,0.002
"4134",0.006,0,0.066,0.028,0.9
"4135",0.954,0,0,0.046,0
"4136",0.908,0,0,0.092,0
"4137",0.996,0,0,0,0.004
"4138",0.03,0,0,0,0.97
"4139",0.492,0,0,0.508,0
"4140",0.72,0,0,0.042,0.238
"4141",0.152,0,0,0.846,0.002
"4142",0.908,0,0.004,0.008,0.08
"4143",0,0,0,0,1
